source,uid,category,bucket,download_ok,name,ok_load,watertight,body_count,orig_extents_mm,min_width_raw_mm,suggested_scale,min_width_scaled_mm,max_extent_scaled_mm,thin_axis_scaled_mm,verdict,reason,error,local_path
objaverse,ad368a89b62d4e67968d4a08b02edf81,drumstick,elongated_rope_stick,True,drumstick/ad368a89,True,False,4,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-013/ad368a89b62d4e67968d4a08b02edf81.glb
objaverse,376e1aba988e4b599789ad7e8ecd5357,drumstick,elongated_rope_stick,True,drumstick/376e1aba,True,False,40732,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-057/376e1aba988e4b599789ad7e8ecd5357.glb
objaverse,55e9a6e4f37d4c82b5a67bfa7d3454b1,drumstick,elongated_rope_stick,True,drumstick/55e9a6e4,True,False,81,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-028/55e9a6e4f37d4c82b5a67bfa7d3454b1.glb
objaverse,c0afa7b0a664499fb7b88ea6e580e84f,chopstick,elongated_rope_stick,True,chopstick/c0afa7b0,True,False,18,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-065/c0afa7b0a664499fb7b88ea6e580e84f.glb
objaverse,21654948bba44e648306208603fdaa82,chopstick,elongated_rope_stick,True,chopstick/21654948,True,False,557,,,,,,,reject,,split() returned no usable parts,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-147/21654948bba44e648306208603fdaa82.glb
objaverse,3bec7dd69338472d8b4563c15de094e6,chopstick,elongated_rope_stick,True,chopstick/3bec7dd6,True,False,880,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-114/3bec7dd69338472d8b4563c15de094e6.glb
objaverse,e4a7ac2fe26443a4b9a786634a43f6e0,pencil,elongated_rope_stick,True,pencil/e4a7ac2f,True,False,140,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-053/e4a7ac2fe26443a4b9a786634a43f6e0.glb
objaverse,b224b968acc249349e896d429615525e,pencil,elongated_rope_stick,True,pencil/b224b968,True,False,3,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-031/b224b968acc249349e896d429615525e.glb
objaverse,61ec570e3a5c41e4bb655fe5bf3dc3ac,pencil,elongated_rope_stick,True,pencil/61ec570e,True,False,4,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-131/61ec570e3a5c41e4bb655fe5bf3dc3ac.glb
objaverse,7a09c75d40e84b10acfd4f8c40e08375,pen,elongated_rope_stick,True,pen/7a09c75d,True,False,17,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-085/7a09c75d40e84b10acfd4f8c40e08375.glb
objaverse,c4e91bb6f82f43be87f9c2e57a2246af,pen,elongated_rope_stick,True,pen/c4e91bb6,True,False,1064,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-098/c4e91bb6f82f43be87f9c2e57a2246af.glb
objaverse,4b18b91f05d54cb0b1c2eeee8d629257,pen,elongated_rope_stick,True,pen/4b18b91f,True,False,165,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-022/4b18b91f05d54cb0b1c2eeee8d629257.glb
objaverse,aa44b7cb272b4a9d837fd9b46e9aa577,crayon,elongated_rope_stick,True,crayon/aa44b7cb,True,False,6,,,,,,,reject,,split() returned no usable parts,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-092/aa44b7cb272b4a9d837fd9b46e9aa577.glb
objaverse,5c992f0db90049559633663bfae675ba,crayon,elongated_rope_stick,True,crayon/5c992f0d,True,False,24,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-139/5c992f0db90049559633663bfae675ba.glb
objaverse,5ca7c51ae0544ee88a0bdb8a1bf8b3f0,crayon,elongated_rope_stick,True,crayon/5ca7c51a,True,False,32,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-107/5ca7c51ae0544ee88a0bdb8a1bf8b3f0.glb
objaverse,d29af739aacf4905bf96aa48335ad96a,paintbrush,elongated_rope_stick,True,paintbrush/d29af739,True,False,52,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-017/d29af739aacf4905bf96aa48335ad96a.glb
objaverse,be6bd6967866421ea9dff02b84062bdf,paintbrush,elongated_rope_stick,True,paintbrush/be6bd696,True,False,12,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-149/be6bd6967866421ea9dff02b84062bdf.glb
objaverse,2ade034582db4361a99574f07d48c604,paintbrush,elongated_rope_stick,True,paintbrush/2ade0345,True,False,28,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-083/2ade034582db4361a99574f07d48c604.glb
objaverse,47427e80ddfc40108843e1f09053c864,toothbrush,elongated_rope_stick,True,toothbrush/47427e80,True,False,28007,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-152/47427e80ddfc40108843e1f09053c864.glb
objaverse,9dd4a5a244774bdd96204d0680522d05,toothbrush,elongated_rope_stick,True,toothbrush/9dd4a5a2,True,False,130,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-153/9dd4a5a244774bdd96204d0680522d05.glb
objaverse,0c1dd562535f4ef48d9e040332f12a9c,toothbrush,elongated_rope_stick,True,toothbrush/0c1dd562,True,False,3882,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-079/0c1dd562535f4ef48d9e040332f12a9c.glb
objaverse,d916af91d0d54efeb1f809234d93d7fd,screwdriver,elongated_rope_stick,True,screwdriver/d916af91,True,False,33,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-044/d916af91d0d54efeb1f809234d93d7fd.glb
objaverse,9c127b07958343bba6d9f0fa41578272,screwdriver,elongated_rope_stick,True,screwdriver/9c127b07,True,False,78,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-127/9c127b07958343bba6d9f0fa41578272.glb
objaverse,34c8ff48374c4b56884811868e5b43ca,screwdriver,elongated_rope_stick,True,screwdriver/34c8ff48,True,False,62,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-058/34c8ff48374c4b56884811868e5b43ca.glb
objaverse,235d46c8a1fe449ab69c933f3cd2298b,wooden_spoon,elongated_rope_stick,True,wooden_spoon/235d46c8,True,False,8,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-036/235d46c8a1fe449ab69c933f3cd2298b.glb
objaverse,862ac9fcc4104b5fb828fd5b2c3136a7,wooden_spoon,elongated_rope_stick,True,wooden_spoon/862ac9fc,True,False,8,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-124/862ac9fcc4104b5fb828fd5b2c3136a7.glb
objaverse,9b3c791b3b9c462a9604fa866d503cc0,wooden_spoon,elongated_rope_stick,True,wooden_spoon/9b3c791b,True,False,4,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-011/9b3c791b3b9c462a9604fa866d503cc0.glb
objaverse,98c9fc6a50414f68979318c693fe25f8,ladle,elongated_rope_stick,True,ladle/98c9fc6a,True,False,6,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-101/98c9fc6a50414f68979318c693fe25f8.glb
objaverse,a89123ef6a014d7ea394a63fb8a3b8fa,ladle,elongated_rope_stick,True,ladle/a89123ef,True,False,132,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-061/a89123ef6a014d7ea394a63fb8a3b8fa.glb
objaverse,3826e5f1096f4bde840ae10a9e38c6e2,ladle,elongated_rope_stick,True,ladle/3826e5f1,True,False,2,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-128/3826e5f1096f4bde840ae10a9e38c6e2.glb
objaverse,0be09a0b083d48a18cc565cd6e5e1ab4,spoon,elongated_rope_stick,True,,,,,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-027/0be09a0b083d48a18cc565cd6e5e1ab4.glb
objaverse,8ed15f3bd59f4805b3720e07c4155a7b,spoon,elongated_rope_stick,True,spoon/8ed15f3b,True,False,73,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-068/8ed15f3bd59f4805b3720e07c4155a7b.glb
objaverse,d5e58061e1574ead967662f8cc1cb8a4,spoon,elongated_rope_stick,True,spoon/d5e58061,True,False,840,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-077/d5e58061e1574ead967662f8cc1cb8a4.glb
objaverse,6b46796ba2c245fd8c9801e1c996a2e8,fork,elongated_rope_stick,True,fork/6b46796b,True,False,30,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-147/6b46796ba2c245fd8c9801e1c996a2e8.glb
objaverse,7809059b27bf43928360d38ab6c8516b,fork,elongated_rope_stick,True,fork/7809059b,True,False,1,"[24.6, 16.9, 168.3]",14.16,1.0644,15.1,179.1,16.5,reject,height/thin-axis 16.5mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-004/7809059b27bf43928360d38ab6c8516b.glb
objaverse,3f34a6c9231943c1bf187d34d3f21a0c,fork,elongated_rope_stick,True,fork/3f34a6c9,True,False,9,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-130/3f34a6c9231943c1bf187d34d3f21a0c.glb
objaverse,1183ab5f9fd945cfbaf6a9f4f53ddc3c,knife,elongated_rope_stick,True,knife/1183ab5f,True,False,658,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-137/1183ab5f9fd945cfbaf6a9f4f53ddc3c.glb
objaverse,eaa971c743394cd7b0641d0309cc2009,knife,elongated_rope_stick,True,knife/eaa971c7,True,False,110,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-126/eaa971c743394cd7b0641d0309cc2009.glb
objaverse,6653df4cd8634e9fac0b3a5d283a68e2,knife,elongated_rope_stick,True,knife/6653df4c,True,False,161,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-026/6653df4cd8634e9fac0b3a5d283a68e2.glb
objaverse,479c09fc6d434937bc293073cf316675,spatula,elongated_rope_stick,True,spatula/479c09fc,True,False,51,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-051/479c09fc6d434937bc293073cf316675.glb
objaverse,add75f0b8e424380a97b0a1cc3dbe162,spatula,elongated_rope_stick,True,spatula/add75f0b,True,False,77,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-061/add75f0b8e424380a97b0a1cc3dbe162.glb
objaverse,0bf235f788a34ff4a8dfb12229248d3c,spatula,elongated_rope_stick,True,spatula/0bf235f7,True,False,23,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-058/0bf235f788a34ff4a8dfb12229248d3c.glb
objaverse,375ab0387df04e7b9e1bf3b04360e2b2,rolling_pin,elongated_rope_stick,True,rolling_pin/375ab038,True,False,6,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-050/375ab0387df04e7b9e1bf3b04360e2b2.glb
objaverse,edca5a087ec143b9bfe4fbcea5ffa1fb,rolling_pin,elongated_rope_stick,True,rolling_pin/edca5a08,True,False,1,"[35364.3, 3758.4, 1638.8]",1638.8,0.011,18.0,388.4,18.0,reject,height/thin-axis 18.0mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-157/edca5a087ec143b9bfe4fbcea5ffa1fb.glb
objaverse,ea3d4260f122455285a28072473a88c1,rolling_pin,elongated_rope_stick,True,rolling_pin/ea3d4260,True,False,15,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-115/ea3d4260f122455285a28072473a88c1.glb
objaverse,6272a7b6114a4f50ac6f450e6dc86e53,tape_measure,elongated_rope_stick,True,tape_measure/6272a7b6,True,False,3090,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-152/6272a7b6114a4f50ac6f450e6dc86e53.glb
objaverse,149b5dfe62834aaea51955bd6433a725,tape_measure,elongated_rope_stick,True,tape_measure/149b5dfe,True,False,216,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-135/149b5dfe62834aaea51955bd6433a725.glb
objaverse,ea2f77aeac0846768778a114706eb92c,tape_measure,elongated_rope_stick,True,tape_measure/ea2f77ae,True,False,231,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-003/ea2f77aeac0846768778a114706eb92c.glb
objaverse,d610f42fa0244f678de17388660990ca,walking_stick,elongated_rope_stick,True,walking_stick/d610f42f,True,False,124,,,,,,,reject,,split() returned no usable parts,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-037/d610f42fa0244f678de17388660990ca.glb
objaverse,7167fa1d1e4442a9b7b334a7b3d5177e,walking_stick,elongated_rope_stick,True,walking_stick/7167fa1d,True,False,13,,,,,,,reject,,split() returned no usable parts,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-005/7167fa1d1e4442a9b7b334a7b3d5177e.glb
objaverse,ccf0973679bf4f6cbaaf0cf964313399,walking_stick,elongated_rope_stick,True,walking_stick/ccf09736,True,False,51,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-133/ccf0973679bf4f6cbaaf0cf964313399.glb
objaverse,9e515e752b81448296bb1cde46e905d5,celery,elongated_rope_stick,True,celery/9e515e75,True,False,2,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-093/9e515e752b81448296bb1cde46e905d5.glb
objaverse,8346f89943bd48329b98629ddf510430,celery,elongated_rope_stick,True,celery/8346f899,True,False,290,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-111/8346f89943bd48329b98629ddf510430.glb
objaverse,b2be25ef306d4be8b613148634bb8c4e,celery,elongated_rope_stick,True,celery/b2be25ef,True,False,2,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-133/b2be25ef306d4be8b613148634bb8c4e.glb
objaverse,a9be812bb15f4dc1944a4d2add0c909e,asparagus,elongated_rope_stick,True,asparagus/a9be812b,True,False,172,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-010/a9be812bb15f4dc1944a4d2add0c909e.glb
objaverse,b338923163e048e49532323e569357a4,asparagus,elongated_rope_stick,True,asparagus/b3389231,True,False,161,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-004/b338923163e048e49532323e569357a4.glb
objaverse,0884112ca7264ad88c10efbe0f470e86,asparagus,elongated_rope_stick,True,asparagus/0884112c,True,False,139,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-025/0884112ca7264ad88c10efbe0f470e86.glb
objaverse,8d5ebdf3845c4a169fe7b733fb663b50,green_bean,elongated_rope_stick,True,,,,,,,,,,,reject,,skipped: 35MB > 20MB cap,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-128/8d5ebdf3845c4a169fe7b733fb663b50.glb
objaverse,f70e99d5022c49b08a0581778d88538e,green_bean,elongated_rope_stick,True,green_bean/f70e99d5,True,False,757,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-077/f70e99d5022c49b08a0581778d88538e.glb
objaverse,f5fb2c4052154cd8a6b02c2118fbfc44,green_bean,elongated_rope_stick,True,green_bean/f5fb2c40,True,False,3,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-003/f5fb2c4052154cd8a6b02c2118fbfc44.glb
objaverse,ae5c3481f14d4683a319667717d65352,wrench,elongated_rope_stick,True,wrench/ae5c3481,True,False,104,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-008/ae5c3481f14d4683a319667717d65352.glb
objaverse,70e695f11baf4941a7da92108835de27,wrench,elongated_rope_stick,True,wrench/70e695f1,True,False,35,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-008/70e695f11baf4941a7da92108835de27.glb
objaverse,fa277ef6ccd243108d501b0f0aa8fd3b,wrench,elongated_rope_stick,True,wrench/fa277ef6,True,False,28,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-153/fa277ef6ccd243108d501b0f0aa8fd3b.glb
objaverse,d9f074d6f0bd4a2f8d1bb100c2c72967,hammer,elongated_rope_stick,True,hammer/d9f074d6,True,False,98,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-140/d9f074d6f0bd4a2f8d1bb100c2c72967.glb
objaverse,30c09497391d460894e7915a580fd60c,hammer,elongated_rope_stick,True,hammer/30c09497,True,False,51,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-110/30c09497391d460894e7915a580fd60c.glb
objaverse,951a6c90207e4fe68162b231d918e3ef,hammer,elongated_rope_stick,True,hammer/951a6c90,True,False,18,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-067/951a6c90207e4fe68162b231d918e3ef.glb
objaverse,aff6299f783d427c89deb2ea23bc3eab,corkscrew,elongated_rope_stick,True,corkscrew/aff6299f,True,False,86,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-061/aff6299f783d427c89deb2ea23bc3eab.glb
